1.000000000000000000e+00,2.300000000000000000e+04,3.400000000000000000e+03,1.960000000000000000e+04
2.000000000000000000e+00,4.200000000000000000e+04,6.900000000000000000e+03,3.510000000000000000e+04
3.000000000000000000e+00,6.100000000000000000e+04,2.700000000000000000e+03,5.830000000000000000e+04
4.000000000000000000e+00,1.900000000000000000e+04,8.600000000000000000e+03,1.040000000000000000e+04
5.000000000000000000e+00,6.900000000000000000e+04,3.700000000000000000e+03,6.530000000000000000e+04
6.000000000000000000e+00,9.000000000000000000e+04,6.400000000000000000e+03,8.360000000000000000e+04
7.000000000000000000e+00,5.200000000000000000e+04,3.900000000000000000e+03,4.810000000000000000e+04
8.000000000000000000e+00,2.800000000000000000e+04,6.800000000000000000e+03,2.120000000000000000e+04
9.000000000000000000e+00,8.100000000000000000e+04,1.000000000000000000e+04,7.100000000000000000e+04
1.000000000000000000e+01,2.600000000000000000e+04,5.400000000000000000e+03,2.060000000000000000e+04
1.100000000000000000e+01,1.600000000000000000e+04,4.600000000000000000e+03,1.140000000000000000e+04
1.200000000000000000e+01,5.500000000000000000e+04,8.000000000000000000e+03,4.700000000000000000e+04
1.300000000000000000e+01,1.900000000000000000e+04,2.100000000000000000e+03,1.690000000000000000e+04
1.400000000000000000e+01,8.800000000000000000e+04,7.700000000000000000e+03,8.030000000000000000e+04
1.500000000000000000e+01,2.800000000000000000e+04,3.000000000000000000e+03,2.500000000000000000e+04
1.600000000000000000e+01,6.300000000000000000e+04,3.100000000000000000e+03,5.990000000000000000e+04
1.700000000000000000e+01,1.400000000000000000e+04,3.600000000000000000e+03,1.040000000000000000e+04
1.800000000000000000e+01,8.500000000000000000e+04,6.100000000000000000e+03,7.890000000000000000e+04
1.900000000000000000e+01,1.100000000000000000e+04,5.700000000000000000e+03,5.300000000000000000e+03
2.000000000000000000e+01,6.700000000000000000e+04,8.600000000000000000e+03,5.840000000000000000e+04
2.100000000000000000e+01,7.300000000000000000e+04,3.000000000000000000e+03,7.000000000000000000e+04
2.200000000000000000e+01,2.700000000000000000e+04,5.500000000000000000e+03,2.150000000000000000e+04
2.300000000000000000e+01,4.500000000000000000e+04,2.700000000000000000e+03,4.230000000000000000e+04
2.400000000000000000e+01,6.600000000000000000e+04,7.300000000000000000e+03,5.870000000000000000e+04
2.500000000000000000e+01,7.900000000000000000e+04,1.300000000000000000e+03,7.770000000000000000e+04
2.600000000000000000e+01,8.200000000000000000e+04,4.500000000000000000e+03,7.750000000000000000e+04
2.700000000000000000e+01,1.100000000000000000e+04,9.700000000000000000e+03,1.300000000000000000e+03
2.800000000000000000e+01,8.100000000000000000e+04,7.800000000000000000e+03,7.320000000000000000e+04
2.900000000000000000e+01,4.000000000000000000e+04,4.500000000000000000e+03,3.550000000000000000e+04
3.000000000000000000e+01,2.100000000000000000e+04,3.100000000000000000e+03,1.790000000000000000e+04
3.100000000000000000e+01,7.500000000000000000e+04,3.000000000000000000e+03,7.200000000000000000e+04
3.200000000000000000e+01,4.300000000000000000e+04,8.600000000000000000e+03,3.440000000000000000e+04
3.300000000000000000e+01,6.500000000000000000e+04,5.700000000000000000e+03,5.930000000000000000e+04
3.400000000000000000e+01,4.100000000000000000e+04,4.900000000000000000e+03,3.610000000000000000e+04
3.500000000000000000e+01,7.200000000000000000e+04,4.300000000000000000e+03,6.770000000000000000e+04
3.600000000000000000e+01,4.300000000000000000e+04,4.700000000000000000e+03,3.830000000000000000e+04
3.700000000000000000e+01,2.400000000000000000e+04,2.100000000000000000e+03,2.190000000000000000e+04
3.800000000000000000e+01,8.300000000000000000e+04,5.100000000000000000e+03,7.790000000000000000e+04
3.900000000000000000e+01,2.200000000000000000e+04,7.300000000000000000e+03,1.470000000000000000e+04
4.000000000000000000e+01,3.300000000000000000e+04,6.400000000000000000e+03,2.660000000000000000e+04
4.100000000000000000e+01,4.700000000000000000e+04,9.900000000000000000e+03,3.710000000000000000e+04
4.200000000000000000e+01,3.100000000000000000e+04,6.400000000000000000e+03,2.460000000000000000e+04
4.300000000000000000e+01,9.200000000000000000e+04,6.200000000000000000e+03,8.580000000000000000e+04
4.400000000000000000e+01,9.900000000000000000e+04,5.000000000000000000e+03,9.400000000000000000e+04
4.500000000000000000e+01,5.000000000000000000e+04,2.200000000000000000e+03,4.780000000000000000e+04
4.600000000000000000e+01,6.000000000000000000e+04,7.300000000000000000e+03,5.270000000000000000e+04
4.700000000000000000e+01,5.200000000000000000e+04,8.500000000000000000e+03,4.350000000000000000e+04
4.800000000000000000e+01,5.500000000000000000e+04,5.100000000000000000e+03,4.990000000000000000e+04
4.900000000000000000e+01,3.200000000000000000e+04,6.000000000000000000e+03,2.600000000000000000e+04
5.000000000000000000e+01,3.000000000000000000e+04,5.800000000000000000e+03,2.420000000000000000e+04
5.100000000000000000e+01,2.300000000000000000e+04,9.600000000000000000e+03,1.340000000000000000e+04
5.200000000000000000e+01,2.600000000000000000e+04,9.500000000000000000e+03,1.650000000000000000e+04
5.300000000000000000e+01,6.400000000000000000e+04,1.000000000000000000e+04,5.400000000000000000e+04
5.400000000000000000e+01,2.500000000000000000e+04,9.600000000000000000e+03,1.540000000000000000e+04
5.500000000000000000e+01,3.500000000000000000e+04,5.100000000000000000e+03,2.990000000000000000e+04
5.600000000000000000e+01,3.200000000000000000e+04,6.100000000000000000e+03,2.590000000000000000e+04
5.700000000000000000e+01,9.500000000000000000e+04,4.200000000000000000e+03,9.080000000000000000e+04
5.800000000000000000e+01,3.600000000000000000e+04,8.000000000000000000e+03,2.800000000000000000e+04
5.900000000000000000e+01,1.000000000000000000e+05,4.400000000000000000e+03,9.560000000000000000e+04
6.000000000000000000e+01,8.600000000000000000e+04,6.000000000000000000e+03,8.000000000000000000e+04
6.100000000000000000e+01,3.900000000000000000e+04,5.200000000000000000e+03,3.380000000000000000e+04
6.200000000000000000e+01,6.900000000000000000e+04,8.400000000000000000e+03,6.060000000000000000e+04
6.300000000000000000e+01,4.300000000000000000e+04,5.400000000000000000e+03,3.760000000000000000e+04
6.400000000000000000e+01,3.500000000000000000e+04,4.300000000000000000e+03,3.070000000000000000e+04
6.500000000000000000e+01,4.600000000000000000e+04,4.800000000000000000e+03,4.120000000000000000e+04
6.600000000000000000e+01,2.000000000000000000e+04,3.100000000000000000e+03,1.690000000000000000e+04
6.700000000000000000e+01,5.200000000000000000e+04,2.500000000000000000e+03,4.950000000000000000e+04
6.800000000000000000e+01,8.600000000000000000e+04,5.700000000000000000e+03,8.030000000000000000e+04
6.900000000000000000e+01,8.100000000000000000e+04,8.000000000000000000e+03,7.300000000000000000e+04
7.000000000000000000e+01,4.900000000000000000e+04,2.500000000000000000e+03,4.650000000000000000e+04
7.100000000000000000e+01,2.100000000000000000e+04,7.400000000000000000e+03,1.360000000000000000e+04
7.200000000000000000e+01,1.800000000000000000e+04,8.300000000000000000e+03,9.700000000000000000e+03
7.300000000000000000e+01,3.300000000000000000e+04,4.400000000000000000e+03,2.860000000000000000e+04
7.400000000000000000e+01,4.900000000000000000e+04,2.300000000000000000e+03,4.670000000000000000e+04
7.500000000000000000e+01,1.100000000000000000e+04,5.800000000000000000e+03,5.200000000000000000e+03
7.600000000000000000e+01,2.700000000000000000e+04,8.000000000000000000e+03,1.900000000000000000e+04
7.700000000000000000e+01,1.200000000000000000e+04,5.600000000000000000e+03,6.400000000000000000e+03
7.800000000000000000e+01,8.700000000000000000e+04,6.800000000000000000e+03,8.020000000000000000e+04
7.900000000000000000e+01,3.300000000000000000e+04,6.200000000000000000e+03,2.680000000000000000e+04
8.000000000000000000e+01,3.600000000000000000e+04,5.700000000000000000e+03,3.030000000000000000e+04
8.100000000000000000e+01,8.600000000000000000e+04,4.700000000000000000e+03,8.130000000000000000e+04
8.200000000000000000e+01,8.500000000000000000e+04,1.500000000000000000e+03,8.350000000000000000e+04
8.300000000000000000e+01,7.300000000000000000e+04,9.900000000000000000e+03,6.310000000000000000e+04
8.400000000000000000e+01,6.200000000000000000e+04,3.400000000000000000e+03,5.860000000000000000e+04
8.500000000000000000e+01,7.300000000000000000e+04,7.300000000000000000e+03,6.570000000000000000e+04
8.600000000000000000e+01,2.800000000000000000e+04,5.100000000000000000e+03,2.290000000000000000e+04
8.700000000000000000e+01,7.400000000000000000e+04,5.800000000000000000e+03,6.820000000000000000e+04
8.800000000000000000e+01,2.100000000000000000e+04,8.400000000000000000e+03,1.260000000000000000e+04
8.900000000000000000e+01,4.500000000000000000e+04,3.300000000000000000e+03,4.170000000000000000e+04
9.000000000000000000e+01,2.800000000000000000e+04,4.300000000000000000e+03,2.370000000000000000e+04
9.100000000000000000e+01,7.400000000000000000e+04,8.400000000000000000e+03,6.560000000000000000e+04
9.200000000000000000e+01,9.600000000000000000e+04,4.900000000000000000e+03,9.110000000000000000e+04
9.300000000000000000e+01,5.300000000000000000e+04,1.800000000000000000e+03,5.120000000000000000e+04
9.400000000000000000e+01,6.600000000000000000e+04,8.800000000000000000e+03,5.720000000000000000e+04
9.500000000000000000e+01,6.100000000000000000e+04,4.900000000000000000e+03,5.610000000000000000e+04
9.600000000000000000e+01,8.600000000000000000e+04,7.300000000000000000e+03,7.870000000000000000e+04
9.700000000000000000e+01,1.600000000000000000e+04,9.600000000000000000e+03,6.400000000000000000e+03
9.800000000000000000e+01,8.500000000000000000e+04,9.300000000000000000e+03,7.570000000000000000e+04
9.900000000000000000e+01,6.900000000000000000e+04,3.900000000000000000e+03,6.510000000000000000e+04
1.000000000000000000e+02,3.000000000000000000e+04,8.600000000000000000e+03,2.140000000000000000e+04
